Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Australia,AUS,..,2151.33884962839,4682.65337459934,4807.89635171632,5059.24596164933,5133.73032477183,5331.50783540381,5390.86315420617,5955.18719180224,6488.26900622656,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Austria,AUT,..,2707,5083,5205,5477,5641,5905,6276,6531,7272,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Azerbaijan,AZE,..,98,612,634,622,563,546,617,831,733,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Bahamas, The",BHS,..,965.996843349076,1759.3814275226,1664.82619169895,1837.84534042971,2303.22401001456,2127.7530445931,2133.82742484082,2150.38939830757,2369.33835401079,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Bahrain,BHR,..,1312.97270197778,2297.75307446024,2284.34133716579,2200.83929513682,2207.84807935975,2068.20130251699,2053.97756515122,2373.58557514087,2341.75300393491,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Bangladesh,BGD,..,28.4173828805587,91.1042042732953,95.8113122398616,108.921500484895,114.354209635926,121.530411923175,128.638188479391,133.912968065461,153.574043772374,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Barbados,BRB,..,694.316980653507,1085.13679522193,1087.29513105891,1118.67564907061,1076.86510938527,1055.22178095192,1025.89028065974,1083.65431246726,1228.5258364115,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Belarus,BLR,..,308,998,1070,1025,1030,1045,1147,1265,1389,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Belgium,BEL,..,2225.60762273579,4778.6622729398,5004.91066069164,5254.7996743285,5458.28053823334,5719.84628422139,6041.60189145965,6119.04597737963,6519.19755785617,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Belize,BLZ,..,225.312388042985,451.433132584265,433.590313869923,436.559478472917,409.629852374111,427.606808264435,452.95365251189,431.416395854967,479.445520509433,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Benin,BEN,..,51.0322913971818,73.8943409635043,76.1861360555773,81.104740363001,78.2788434548513,89.7733532777907,82.5422058683074,83.0064337771371,97.1875993792537,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Bhutan,BTN,..,116.610697238455,283.662926218148,333.139174688784,346.780920995373,350.523670245191,364.33140357769,429.148495076067,494.165985825185,441.826251562668,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Bolivia,BOL,..,147.865676550963,408.059150218614,458.029011636103,501.964214506376,535.11279924394,572.471544838525,612.248239897842,649.870976734137,721.816978634995,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Bosnia and Herzegovina,BIH,..,329,1056,1093,1176,1198,1297,1439,1539,1693,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Botswana,BWA,..,558.361367146962,843.167806552367,819.037820614265,881.236352283407,971.726376384013,925.313383058614,964.575894816817,874.587600453344,1095.99941901229,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Brazil,BRA,..,749.67393378281,1315.2859063032,1309.01077612951,1302.74842638917,1371.23449971244,1416.76470801618,1471.48906453933,1534.58978290865,1625.64123610824,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Brunei Darussalam,BRN,..,1869.33761549576,1532.05849341235,1469.79511298255,1413.72500367373,1366.08872458506,1473.67988765349,1404.59707336132,1555.08967516159,1456.42790163183,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Bulgaria,BGR,..,373,1349,1355,1491,1603,1681,1778,2139,2391,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Burkina Faso,BFA,..,26.5401207844104,81.9008595636002,85.0829892774782,109.173846183119,119.803244043678,105.126206758401,116.968663626614,143.588514839194,152.708889475704,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Burundi,BDI,..,22.4754911002572,52.557478816633,50.1425744322107,54.1324211026321,52.2004412045843,55.2982609893244,68.8218551230665,80.4213471964415,70.4981955313522,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Cabo Verde,CPV,..,127.828545489848,290.62542262016,274.769466586268,291.456668349928,332.978171308188,347.434923096662,356.267833012232,408.39706331624,505.638909508142,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Cambodia,KHM,..,70.4418839663335,214.361601954935,211.323869531545,226.821845308777,224.508911519797,261.966006826414,318.697804245483,320.758091083427,360.334667165337,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Cameroon,CMR,..,85.670383637947,127.618388653024,123.590291721757,127.907368073868,125.405840795884,138.333089969166,142.961195594625,145.938022848026,155.561196494821,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Canada,CAN,..,2422.01783337729,4697.61283692919,4793.06242283962,5126.21964690082,5268.3075613014,5456.31435127905,5497.48703168996,6175.25973280269,6552.21935394823,6443.42252123088,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Central African Republic,CAF,..,26.3855831814867,30.5940813056016,36.9394633243564,42.870110495608,55.9628308866297,98.7123262127532,71.4965621255887,82.3621999358966,85.6512326289184,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Chad,TCD,..,45.8751214164453,71.7918754236073,82.1689360294701,79.4602681823285,74.021915475106,71.8113039007638,72.6342658821215,87.1772534539504,81.3776942389888,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Chile,CHL,..,662.801965182316,1786.24926496263,1895.0553556297,2010.3926890466,2231.44151743259,2358.52062379086,2396.84871455773,2426.10086092236,2647.61196755769,2755.66667821337,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,China,CHN,..,130.735873891337,593.299669472209,633.544695266337,664.290359967466,711.750561442244,789.684853595374,885.836048204488,963.498016983697,1032.66756790952,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Colombia,COL,..,377.225820886423,952.560108643699,996.502149019741,1052.20536497269,1100.72691831969,1156.11325114522,1234.79408351458,1316.13047505152,1542.48205566304,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Comoros,COM,..,132.006635288765,151.238840873042,132.72568637861,142.059042509125,170.695052930703,163.982577623208,176.608787211638,198.328772583026,222.678986613057,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Congo, Dem. Rep.",COD,..,6.34314327219412,32.8012335676715,34.837029011409,40.7090961457657,42.5430873500278,35.1306898349382,38.0899029394024,44.6108354852935,45.6123695180436,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Congo, Rep.",COG,..,57.1938333575735,112.108023888912,109.295855789581,102.329315315845,102.761122485218,73.5688659039252,99.1061679855031,156.918856241496,124.910432333079,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Costa Rica,CRI,..,526.582379718728,1254.05358672534,1321.97635580109,1382.81825553883,1420.89768620743,1540.55572224876,1632.59689185347,1697.62911956665,1713.84412924159,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Cote d'Ivoire,CIV,..,175.948049984255,158.854204759077,147.465866801109,155.877557295156,157.023118864616,158.062116562878,175.763594311985,200.18577811242,187.889772816272,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Croatia,HRV,..,811,1475,1553,1692,1798,1943,2143,2288,2703,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Cuba,CUB,..,548.931046566225,2700.48626704638,3176.12184740397,2492.10939811466,2466.84571966443,2484.06821613305,2552.08307609835,2594.51824949427,3033.18723165667,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Cyprus,CYP,..,1136,2078,2170,2396,2558,2795,3133,3498,4206,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Czechia,CZE,..,923.641811465762,2477.29024830647,2499.87668097591,2690.85080041556,2869.78513781705,3079.39892120233,3368.60496777323,3947.01711822376,4249.36157966936,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Denmark,DNK,..,2327,4952,5095,5348,5606,5817,6091,6434,7043,7158,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Djibouti,DJI,..,79.1231995409757,115.637706927434,138.756105880714,116.880470276129,109.893257287637,109.942301836964,107.656222423709,107.830298162461,150.339078470284,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Dominica,DMA,..,352.982743340455,588.403675497426,584.419687003714,623.019240476164,628.731440626061,750.448425616891,667.704984080144,648.761847003417,753.322055274535,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Dominican Republic,DOM,..,321.242237717909,639.121299580892,687.781196960588,728.194955009962,742.508432951791,738.631954846638,802.872506202763,873.722501255723,1006.37844575285,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Ecuador,ECU,..,195.317753252609,799.932407069961,841.983536060251,820.873770561872,880.300718901642,930.189931645726,922.455368097401,913.139712727894,971.246247360155,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Egypt, Arab Rep.",EGY,..,288.893509617805,517.941992649119,581.165672057216,568.248401544172,587.861074159942,551.384016846907,563.539059000918,523.977657339585,615.460064557855,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,El Salvador,SLV,..,345.83985691809,630.538972888468,675.468366357957,712.357099240355,725.870683502626,750.94334998489,828.182334525446,791.908174518603,969.885332255433,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Equatorial Guinea,GNQ,..,83.3933175377788,512.131835226105,488.201159046147,508.163284342224,538.930215790115,518.804400748023,536.26592784256,622.459157972397,547.450121648008,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Eritrea,ERI,..,69.7147575064528,79.8672174312848,70.7789874805926,62.4831652307105,61.6190399251055,72.7536908820571,84.1658721468061,75.6614699760407,79.7472038502479,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Estonia,EST,..,485.691851580971,1839.7274161622,1938.46680432487,2098.46326939875,2234.29079645641,2441.55627685688,2663.28627060849,2990.55197055816,3258.7810312743,3313.31994796295,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Eswatini,SWZ,..,212.123369535186,620.910345867532,605.664929334529,578.948640636752,573.417231953382,565.90040138794,633.824842649172,576.925301908717,684.594090247215,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Ethiopia,ETH,..,20.7908316801723,60.0466321745342,62.3511648788697,66.5580400886577,68.6518966831107,69.9346935792027,73.5285848324948,82.7200439168823,81.736976506229,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Fiji,FJI,..,211.406046267758,361.728460208664,390.815716704807,393.553697187308,408.626207037725,559.59781323256,586.71592407599,551.687971080129,612.377038734111,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Finland,FIN,..,1900,4084,4099,4214,4342,4485,4752,5038,5613,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,France,FRA,..,2516.3129113744,4642.59699222994,4682.91984248056,4930.0436598678,5069.78688558068,5226.19721002876,5617.51648515809,5860.99512123534,6330.46696072828,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Gabon,GAB,..,387.450363097134,372.878811908207,375.065674932624,427.302488548476,402.599088955236,400.633894275565,417.720468081148,500.579815577002,411.004019207192,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Gambia, The",GMB,..,201.811237759965,57.2088873275852,60.7724671594418,61.3069874296226,64.6422524929551,68.9058035306421,68.5800325204671,80.3246170144521,72.765359645247,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Georgia,GEO,..,219,902,886,1016,948,1026,1026,1228,1413,1463,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Germany,DEU,..,2691.50039419867,5197.23907615432,5359.85239152038,5698.08169000408,6026.14131620813,6345.44867298703,6730.3471028493,7167.87224910866,7606.96280449099,8166.12897064057,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Ghana,GHA,..,69.5268517586828,215.936305562377,228.138698990393,163.129859481741,183.91606481439,199.765242528398,239.492292081781,223.044518282982,247.907342064811,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Greece,GRC,..,1417.77577334311,2094.47956343068,2192.19072229064,2322.72593521477,2324.13045137244,2403.1622215565,2553.47799561598,2695.57318409784,2860.61149371728,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Grenada,GRD,..,391.491223021995,574.67950547389,605.797777491498,612.964971082372,692.422052453772,722.936965238278,791.151936387244,772.473037080566,843.475705180616,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Guatemala,GTM,..,271.616710356131,445.018333637005,478.82062211091,484.873665836959,495.488662955601,513.718310775187,541.653254160653,555.680152552708,665.343714383361,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Guinea,GIN,..,53.0795111300206,85.0108689735078,103.927521311693,110.372705061069,93.3202013977388,94.6110135859117,108.456745731476,106.474917670065,109.366424631634,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Guinea-Bissau,GNB,..,46.1951870725011,143.544141474182,138.667480946424,149.271820344404,142.700845683707,142.605331631163,145.675628903208,182.258646758402,174.137113487352,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Guyana,GUY,..,158.169995367608,439.382838319826,457.867502021417,461.293144249826,526.656199808167,621.446185497671,655.160010384085,1070.33185543373,1133.61940290928,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Haiti,HTI,..,88.3360092362726,135.804625209188,148.945664792716,150.013643216896,121.771598438568,141.301697256114,126.425462608898,100.554323828912,109.703324474417,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Honduras,HND,..,160.240652985657,345.752238452765,353.919758737133,388.854618689456,381.703315817701,411.582943562671,427.383848436424,479.17806582038,560.797865405395,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Hungary,HUN,..,803,1808,1834,1949,1987,2099,2176,2485,2706,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Iceland,ISL,..,2648,3782,3967,4327,4593,4789,5111,5218,5697,5824,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,India,IND,..,86,188,195,202,179,188,204,216,236,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Indonesia,IDN,..,94.3572694062725,303.3696981751,298.837867397112,316.731813214606,317.772196812712,334.638255598191,355.747929994664,415.632459828522,483.006890495696,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Iran, Islamic Rep.",IRN,..,488.222978702278,997.638438071387,1041.7125985246,1171.77809629754,1187.97506386152,1165.5361525592,920.944849817089,822.256665233434,951.153881951692,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Iraq,IRQ,..,..,372.480870403804,308.851258921313,411.703608125021,413.465583635694,422.041057396706,457.490777869761,533.100380191353,513.238480738,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Ireland,IRL,..,1795.20906392413,4885.84226970859,5093.67932892004,5375.68850845063,5582.93193169313,5544.28548655774,6056.00894678289,6706.6902178455,7196.31282656616,7875.46879842386,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Israel,ISR,..,1748,2557,2636,2840,2968,3055,3089,3262,3665,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Italy,ITA,..,2049,3210,3265,3482,3605,3733,3959,4138,4372,4675,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Jamaica,JAM,..,364.185572660907,455.770465414108,511.618675632078,543.525917533868,613.911121617713,620.879990007224,651.025045203884,642.828380379954,757.518162309583,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Japan,JPN,..,1920,4237,4393,4330,4427,4546,4668,4625,4676,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Jordan,JOR,..,578.985126831613,681.795945383398,689.22751863957,631.856470811116,684.58481683365,685.263594126747,696.324977975947,683.217378340657,738.523180534531,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Kazakhstan,KAZ,..,314,723,695,802,747,727,756,992,1114,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Kenya,KEN,..,75.0820212065173,168.074642684023,179.320605255304,191.400234465925,171.911480781275,187.386430810337,209.4990889963,212.385088889384,236.984845549568,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Kiribati,KIR,..,129,183,161,205,225,270,257,342,346,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"South Korea",KOR,..,718.107461717944,2270.73540431294,2498.49404487608,2714.146363563,2878.05275752719,3218.80258739182,3546.0311559389,3731.29981009789,4366.95125416775,4946.78335928914,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Kuwait,KWT,..,1306.98498934155,2005.22813168998,1953.48722397398,2066.43325993844,2327.00114699419,2600.13229135396,2642.88232411782,2940.72447481679,2908.25161316429,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Kyrgyz Republic,KGZ,..,82,316,303,303,316,268,251,269,302,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Lao PDR,LAO,..,79.4633883394506,133.962604947918,150.321765497333,160.500927224541,182.095000094763,173.563268774022,213.253714472485,164.702895634629,234.168917188034,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Latvia,LVA,..,434,1296,1405,1631,1704,1904,2171,2382,3153,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Lebanon,LBN,..,849.190027100133,1127.33770223086,1140.5388558027,1314.42409096152,1389.73243290108,1485.07084091797,1545.49384947324,901.156133747479,528.085972631785,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Lesotho,LSO,..,68.3440109443617,282.798333320758,280.346829639235,266.763429273838,278.795247718592,292.468665095298,312.333439548374,236.257008873128,264.365090750643,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Liberia,LBR,..,27.7535737930047,114.953162423526,127.654974483817,132.187587774852,157.288475663787,153.815495152352,118.531976509001,247.429092182528,259.805155973887,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Libya,LBY,..,726.710866163448,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Lithuania,LTU,..,522,1739,1861,2038,2161,2369,2793,3006,3432,3709,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Luxembourg,LUX,..,3287,5574,5545,5806,5962,6212,6604,6938,7515,7540,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Madagascar,MDG,..,50.2359746366206,67.6321073546708,75.5164947785639,83.6341912618468,74.3464873992874,67.4240910610066,51.2453327599952,56.4007395934645,56.6703175830274,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Malawi,MWI,..,29.563042824841,103.592819008207,94.4406727020421,111.428986296826,110.335991713179,104.049758709473,113.097229163149,106.315091927822,118.91872689763,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Malaysia,MYS,..,357.095435962465,903.620748593306,923.588206017257,920.181114376342,963.418721431797,1032.97914673642,1107.52191893857,1112.69863576861,1268.21221966144,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Maldives,MDV,..,809,1321,1528,1878,1759,1507,1642,1605,2066,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Mali,MLI,..,60.3340853823044,82.8180175587925,80.461310696404,79.362932811747,79.1363571119634,83.5255153963305,88.5634341362204,78.5444019246659,106.968349438146,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Malta,MLT,..,1211,3157,3373,3599,3861,3976,4599,4835,5317,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Marshall Islands,MHL,..,349.093300453359,441.866315546843,537.902786141621,576.205927265261,569.420305992656,654.910363009512,711.123329746033,619.509456542175,676.914487334353,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Mauritania,MRT,..,103.186075703953,152.319289598815,158.212036594562,149.539314094739,174.364022226071,174.666542107537,189.439243580344,189.914008801705,240.357262744473,..,..
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Mauritius,MUS,..,266.136903713766,991.222317417091,1070.19975634996,1153.58354950278,1214.50902037675,1298.63620110681,1451.93310374596,1348.56290411052,1428.98317696765,..,..
